BKMLJIHP_00010	GH51
DGIGLIHH_00761	GH76
DGIGLIHH_00825	GH2
DGIGLIHH_00857	GH105
DGIGLIHH_01024	GH63
DGIGLIHH_01071	GH2
DGIGLIHH_01140	GH43_8
DGIGLIHH_01233	GT4
DGIGLIHH_01234	GH84
DGIGLIHH_01315	GH130
DGIGLIHH_01387	GT2
DGIGLIHH_01409	GH133
DGIGLIHH_01461	GH29
DGIGLIHH_01478	GT28
DGIGLIHH_01518	GH20
DGIGLIHH_01624	GH127
DGIGLIHH_01671	GH92
AHCHELNG_00001	GH3
AHCHELNG_00002	GH3
AHCHELNG_00048	GT14
AHCHELNG_00131	GH77
AHCHELNG_00134	GH73
AHCHELNG_00401	GH164
AHCHELNG_00411	GT2
AHCHELNG_00509	GT14
AHCHELNG_00511	GT2
AHCHELNG_00570	GT4
AHCHELNG_00571	GT2
AHCHELNG_00596	GT2
AHCHELNG_00615	GH2
AHCHELNG_00616	GH31
AHCHELNG_00667	GH3
AHCHELNG_00742	GH3
AHCHELNG_00891	GH38
AHCHELNG_00940	GH130
AHCHELNG_00950	GH13_38
AHCHELNG_01089	GT4
AHCHELNG_01090	GH57
AHCHELNG_01132	GT2
AHCHELNG_01134	GT2
AHCHELNG_01177	GH20
AHCHELNG_01366	CE1
AHCHELNG_01368	GT35
AHCHELNG_01385	GT51
AHCHELNG_00008	GT19
AHCHELNG_00032	GT2
AHCHELNG_00060	CE11
AHCHELNG_00110	GT5
AHCHELNG_00735	GH3
AHCHELNG_01087	GH13_8
AHCHELNG_01088	GH133
AHCHELNG_01215	GT28
AHCHELNG_01367	CE1
AHCHELNG_00352	GT2
APDGPHMD_00004	CE2
APDGPHMD_00038	GH73-CBM50
APDGPHMD_00049	GH10
APDGPHMD_00057	GT2
APDGPHMD_00067	GH31
APDGPHMD_00073	GH10-CBM4-CBM4
APDGPHMD_00082	GH23-CBM50
APDGPHMD_00133	GT35
APDGPHMD_00134	GH57
APDGPHMD_00146	GT30
APDGPHMD_00165	GH36
APDGPHMD_00217	GT4
APDGPHMD_00218	GT2
APDGPHMD_00219	GT2
APDGPHMD_00220	GT4
APDGPHMD_00228	GT2
APDGPHMD_00282	GH23-CBM50
APDGPHMD_00307	CE12
APDGPHMD_00308	GH13_38
APDGPHMD_00341	GT2
APDGPHMD_00344	GT9
APDGPHMD_00352	CE2
APDGPHMD_00354	GH26
APDGPHMD_00385	GT2
APDGPHMD_00463	GH23
APDGPHMD_00495	GH3
APDGPHMD_00502	GH29
APDGPHMD_00508	GH146
APDGPHMD_00518	GH2
APDGPHMD_00521	GH3
APDGPHMD_00603	GT2
APDGPHMD_00631	GH28
APDGPHMD_00646	CBM50
APDGPHMD_00690	CE12
APDGPHMD_00698	PL1
APDGPHMD_00708	GT2
APDGPHMD_00735	GT4
APDGPHMD_00736	CBM48-CE1-CBM48
APDGPHMD_00750	CBM62
APDGPHMD_00815	GT2
APDGPHMD_00825	GT2
APDGPHMD_00826	GT4
APDGPHMD_00867	GH10
APDGPHMD_00868	GH43_1
APDGPHMD_00870	GH67
APDGPHMD_00878	GT2
APDGPHMD_00880	GT8
APDGPHMD_00881	GT32
APDGPHMD_00883	GT2
APDGPHMD_00887	GT2
APDGPHMD_00889	GT2
APDGPHMD_00934	CBM62
APDGPHMD_00947	GH51
APDGPHMD_00948	GH51
APDGPHMD_01057	CE4
APDGPHMD_01073	GT2
APDGPHMD_01089	PL1
APDGPHMD_01090	CE8
APDGPHMD_01132	GH9
APDGPHMD_01163	CE11
APDGPHMD_01177	GH3
APDGPHMD_01179	GT2
APDGPHMD_01181	GT111
APDGPHMD_01182	GT2
APDGPHMD_01190	GT4
APDGPHMD_01194	GT2
APDGPHMD_01243	GH43_29-CBM6-CBM48-CE1
APDGPHMD_01244	CBM48-CE1
APDGPHMD_01272	GH25
APDGPHMD_01283	GH43_10
APDGPHMD_01298	GH5_4
APDGPHMD_01311	GH94
APDGPHMD_01370	GH26
APDGPHMD_01378	GH43_29-CBM6
APDGPHMD_01403	GT2
APDGPHMD_01450	GH43_10
APDGPHMD_01463	GH3
APDGPHMD_01467	CE4
APDGPHMD_01507	CBM62
APDGPHMD_01542	GH13
APDGPHMD_01544	GH97
APDGPHMD_01557	GH31
APDGPHMD_01559	GH8
APDGPHMD_01621	GH53
APDGPHMD_01674	GH28
APDGPHMD_01690	CBM50-CBM50-CBM50-CBM50
APDGPHMD_01729	GH77
APDGPHMD_01749	GT2
APDGPHMD_01767	GH43_29-CBM6
APDGPHMD_01780	GT51
APDGPHMD_01791	GH2
APDGPHMD_01829	GH95
APDGPHMD_01830	GH2
APDGPHMD_01846	GH3
APDGPHMD_01852	CBM62
APDGPHMD_01878	CE6
APDGPHMD_01881	GH97
APDGPHMD_01882	GH43_16-CBM6
APDGPHMD_01885	GH51
APDGPHMD_01908	GT51
APDGPHMD_01924	GT4
APDGPHMD_01940	GH105
APDGPHMD_01941	CE8
APDGPHMD_01971	GH2
APDGPHMD_01982	GH3
APDGPHMD_01996	GT51
APDGPHMD_02012	GH2
APDGPHMD_02083	GH2
APDGPHMD_02116	GH23
APDGPHMD_02122	GH3
APDGPHMD_02123	GH3
APDGPHMD_02198	GH3
APDGPHMD_00065	CBM48-CE1
APDGPHMD_00066	GH31
APDGPHMD_00135	GT4
APDGPHMD_00136	GH133
APDGPHMD_00156	GH97
APDGPHMD_00229	GT4
APDGPHMD_00232	GT2
APDGPHMD_00285	GH29
APDGPHMD_00355	GH130
APDGPHMD_00460	GT2
APDGPHMD_00498	GT2
APDGPHMD_00506	GH115
APDGPHMD_00507	GH43_10
APDGPHMD_00683	GT5
APDGPHMD_00828	GT2
APDGPHMD_00874	GT4
APDGPHMD_00875	GT4
APDGPHMD_00935	GH115
APDGPHMD_01119	GH5_7
APDGPHMD_01152	GH31
APDGPHMD_01267	CE15
APDGPHMD_01284	CBM48-CE1
APDGPHMD_01322	GT2
APDGPHMD_01336	GT2
APDGPHMD_01386	GH13_8
APDGPHMD_01422	GH5_21
APDGPHMD_01545	GH13-CBM58-GH13_36
APDGPHMD_01551	GH13
APDGPHMD_01552	GH65
APDGPHMD_01617	GH3
APDGPHMD_01631	GH43_2-CBM6
APDGPHMD_01632	GH3
APDGPHMD_01633	CBM48-CE1
APDGPHMD_01704	GH2
APDGPHMD_01811	GT28
APDGPHMD_01879	GH43_7-CBM13
APDGPHMD_01923	GT2
APDGPHMD_02070	GT2
APDGPHMD_02077	GT19
APDGPHMD_02121	CE1
APDGPHMD_02130	GH43_19
APDGPHMD_02199	GH43_35
APDGPHMD_02201	GH97
LIJEEGMH_00073	GT2
LIJEEGMH_00077	GT4
LIJEEGMH_00078	GT2
LIJEEGMH_00096	GT2
LIJEEGMH_00102	GT4
LIJEEGMH_00103	GT2
LIJEEGMH_00105	GT4
LIJEEGMH_00106	GT4
LIJEEGMH_00107	GT2
LIJEEGMH_00121	GT2
LIJEEGMH_00123	GT2
LIJEEGMH_00124	GT4
LIJEEGMH_00141	GH23-CBM50
LIJEEGMH_00148	CBM50
LIJEEGMH_00153	GH28
LIJEEGMH_00181	GH10
LIJEEGMH_00187	GH43_28
LIJEEGMH_00191	GH94
LIJEEGMH_00207	GH3
LIJEEGMH_00256	CBM50
LIJEEGMH_00264	GT2
LIJEEGMH_00307	CBM32-GH2
LIJEEGMH_00344	GT2
LIJEEGMH_00358	GT30
LIJEEGMH_00390	GH95
LIJEEGMH_00410	GH23
LIJEEGMH_00453	GH31
LIJEEGMH_00489	GH92
LIJEEGMH_00498	GH25
LIJEEGMH_00500	GH105
LIJEEGMH_00506	GH57
LIJEEGMH_00507	GT4
LIJEEGMH_00512	GH2
LIJEEGMH_00532	GT4
LIJEEGMH_00533	GT2
LIJEEGMH_00534	GT2
LIJEEGMH_00553	CBM48-CE1
LIJEEGMH_00567	GT51
LIJEEGMH_00633	GH77
LIJEEGMH_00634	GH13
LIJEEGMH_00635	GH13
LIJEEGMH_00706	CE15
LIJEEGMH_00715	GH35
LIJEEGMH_00747	CBM48-CE1
LIJEEGMH_00752	CE6
LIJEEGMH_00761	GT51
LIJEEGMH_00813	GH53
LIJEEGMH_00837	GH36
LIJEEGMH_00847	GH20
LIJEEGMH_00863	CE7
LIJEEGMH_00912	GH13_8
LIJEEGMH_00927	GH73-CBM50-CBM50
LIJEEGMH_00929	GT83
LIJEEGMH_00944	GH51
LIJEEGMH_01001	GH3
LIJEEGMH_01024	GH95
LIJEEGMH_01065	GH31
LIJEEGMH_01082	GH28
LIJEEGMH_01091	GH9
LIJEEGMH_01100	GT8
LIJEEGMH_01129	GH67
LIJEEGMH_01150	CBM48-CE1-CBM48
LIJEEGMH_01300	GH13_38
LIJEEGMH_01334	GT2
LIJEEGMH_01381	CE4
LIJEEGMH_01382	GT2
LIJEEGMH_01386	GH32
LIJEEGMH_01432	GT5
LIJEEGMH_01446	GH2
LIJEEGMH_01458	GH20
LIJEEGMH_01460	GH13_38
LIJEEGMH_01462	GH146
LIJEEGMH_01463	GH33
LIJEEGMH_01482	CBM9
LIJEEGMH_01484	GH92
LIJEEGMH_01506	GT2
LIJEEGMH_01519	GH95
LIJEEGMH_01523	GT2
LIJEEGMH_01525	GT2
LIJEEGMH_01526	GT2
LIJEEGMH_01542	GH20
LIJEEGMH_01552	GH51
LIJEEGMH_01553	GH51
LIJEEGMH_01602	GT8
LIJEEGMH_01614	GH25
LIJEEGMH_01616	GH105
LIJEEGMH_01618	GH43_10
LIJEEGMH_01663	GH5_4-CBM72
LIJEEGMH_01687	GH145
LIJEEGMH_01770	GH146
LIJEEGMH_01771	GH146
LIJEEGMH_01777	GH13
LIJEEGMH_00136	GT19
LIJEEGMH_00146	GH23
LIJEEGMH_00272	GH2
LIJEEGMH_00456	GT35
LIJEEGMH_00457	GT3
LIJEEGMH_00472	GT28
LIJEEGMH_00493	CE11
LIJEEGMH_00508	GH133
LIJEEGMH_00636	GH97
LIJEEGMH_00714	GH43_2-CBM6
LIJEEGMH_00794	GH3
LIJEEGMH_00825	GH8
LIJEEGMH_00844	GH3
LIJEEGMH_00854	GH127
LIJEEGMH_00858	GH43_12
LIJEEGMH_00883	GT9
LIJEEGMH_00928	CE6-CBM48-CE1
LIJEEGMH_00946	GH43_35
LIJEEGMH_00962	GH29
LIJEEGMH_00963	GH2
LIJEEGMH_01002	CE1
LIJEEGMH_01003	CE1
LIJEEGMH_01483	GH29
LIJEEGMH_01517	GT2
LIJEEGMH_01533	GH23
LIJEEGMH_01594	GT4
LIJEEGMH_00064	GH24
GKJMHOLO_00013	GH146
GKJMHOLO_00015	GH43_10
GKJMHOLO_00056	GT2
GKJMHOLO_00102	GH2
GKJMHOLO_00103	GH39
GKJMHOLO_00111	GT2
GKJMHOLO_00113	GT2
GKJMHOLO_00114	GT2
GKJMHOLO_00115	GT2
GKJMHOLO_00116	GT2
GKJMHOLO_00119	GT4
GKJMHOLO_00167	CBM62
GKJMHOLO_00202	GH3
GKJMHOLO_00231	GT19
GKJMHOLO_00242	GT4
GKJMHOLO_00245	GT2
GKJMHOLO_00285	GH88
GKJMHOLO_00286	GH28
GKJMHOLO_00289	GH88
GKJMHOLO_00316	GH94
GKJMHOLO_00317	GH55
GKJMHOLO_00332	GT2
GKJMHOLO_00381	GT2
GKJMHOLO_00401	GH2
GKJMHOLO_00429	GT28
GKJMHOLO_00447	GH3
GKJMHOLO_00458	CBM62
GKJMHOLO_00463	GT2
GKJMHOLO_00473	GT2
GKJMHOLO_00514	GH23
GKJMHOLO_00536	GT4
GKJMHOLO_00562	GH25
GKJMHOLO_00578	GH109
GKJMHOLO_00579	GH109
GKJMHOLO_00588	GT2
GKJMHOLO_00589	GT2
GKJMHOLO_00599	GH25
GKJMHOLO_00611	GH25
GKJMHOLO_00814	PL40
GKJMHOLO_00924	GH2
GKJMHOLO_00956	CBM50
GKJMHOLO_00980	GT4
GKJMHOLO_00982	GT2
GKJMHOLO_00990	GT4
GKJMHOLO_01002	GH25
GKJMHOLO_01066	CBM50-CBM50
GKJMHOLO_01118	GT4
GKJMHOLO_01124	GH92
GKJMHOLO_01127	GT2
GKJMHOLO_01178	CE11
GKJMHOLO_01186	GT2
GKJMHOLO_01259	GH39
GKJMHOLO_01273	PL10
GKJMHOLO_01415	GH23
GKJMHOLO_01445	GH36
GKJMHOLO_01493	GH106
GKJMHOLO_01545	CE12
GKJMHOLO_01610	GH25
GKJMHOLO_01697	GH28
GKJMHOLO_01790	GH29
GKJMHOLO_01798	GH3
GKJMHOLO_01811	GT4
GKJMHOLO_01825	GT2
GKJMHOLO_01854	GT2
GKJMHOLO_01888	GT2
GKJMHOLO_01889	GT2
GKJMHOLO_01925	GH25
GKJMHOLO_01927	CBM50
GKJMHOLO_01956	GT32
GKJMHOLO_02012	GH78
GKJMHOLO_02019	GT4
GKJMHOLO_02020	GH57
GKJMHOLO_02026	GT4
GKJMHOLO_02084	GT4
GKJMHOLO_02090	CE1
GKJMHOLO_02176	CE1
GKJMHOLO_02187	GH106
GKJMHOLO_02198	GT4
GKJMHOLO_02205	DOC
GKJMHOLO_02274	GT4
GKJMHOLO_02279	GT11
GKJMHOLO_02297	GH3
GKJMHOLO_02354	GH77
GKJMHOLO_02420	GH13
GKJMHOLO_02438	GT4
GKJMHOLO_02511	GH77
GKJMHOLO_00010	GH28
GKJMHOLO_00014	GH88
GKJMHOLO_00112	GT4
GKJMHOLO_00204	GH3
GKJMHOLO_00226	GH23-CBM50
GKJMHOLO_00237	GT4
GKJMHOLO_00415	GH94
GKJMHOLO_00486	GH3
GKJMHOLO_00586	GT2
GKJMHOLO_00593	GT2
GKJMHOLO_00595	GT2
GKJMHOLO_00607	GT2
GKJMHOLO_00613	GH31
GKJMHOLO_00833	GH29
GKJMHOLO_01094	GT3
GKJMHOLO_01096	GH2
GKJMHOLO_01406	GH43_28
GKJMHOLO_01570	GT5
GKJMHOLO_01733	GH3
GKJMHOLO_01743	CE4
GKJMHOLO_01769	GT2
GKJMHOLO_02075	GH1
GKJMHOLO_02197	GT32
PHHJLMLM_00007	GH77
PHHJLMLM_00050	CBM48-GH13_9
PHHJLMLM_00082	GH1
PHHJLMLM_00178	GH1
PHHJLMLM_00180	GH1
PHHJLMLM_00193	GH1
PHHJLMLM_00221	GH1
PHHJLMLM_00222	GT2
PHHJLMLM_00276	GH32-CBM66
PHHJLMLM_00291	GH23
PHHJLMLM_00321	GH33
PHHJLMLM_00358	CE9
PHHJLMLM_00487	CE4
PHHJLMLM_00548	GH78
PHHJLMLM_00660	GT2
PHHJLMLM_00685	GH1
PHHJLMLM_00724	GT4
PHHJLMLM_00756	GH1
PHHJLMLM_00758	GH1
PHHJLMLM_00857	GH25
PHHJLMLM_00859	GH73
PHHJLMLM_00869	GH78
PHHJLMLM_01022	GH36
PHHJLMLM_01108	CE9
PHHJLMLM_01176	GT4-GT4
PHHJLMLM_01178	GT4
PHHJLMLM_01179	GT2
PHHJLMLM_01205	GH25
PHHJLMLM_01258	GH43_35-CBM6
PHHJLMLM_01309	GH1
PHHJLMLM_01324	GH1
PHHJLMLM_01343	GH106
PHHJLMLM_01372	GT51
PHHJLMLM_01393	GT2
PHHJLMLM_01513	GH140
PHHJLMLM_01611	GH13_14
PHHJLMLM_01641	GH36
PHHJLMLM_01679	GH3
PHHJLMLM_01749	GH36
PHHJLMLM_01759	GT4
PHHJLMLM_01800	GH1
PHHJLMLM_01836	GT5
PHHJLMLM_01864	GT2
PHHJLMLM_01878	GH13_31
PHHJLMLM_00003	GH1
PHHJLMLM_00203	GT4
PHHJLMLM_00207	GH1
PHHJLMLM_00274	GH1
PHHJLMLM_00392	GH1
PHHJLMLM_00529	GH77
PHHJLMLM_00549	GH3
PHHJLMLM_00569	GH1
PHHJLMLM_01047	GH13_31
PHHJLMLM_01109	GH13_29
PHHJLMLM_01180	GT2
PHHJLMLM_01240	GH3
PHHJLMLM_01260	GH3
PHHJLMLM_01281	GT5
PHHJLMLM_01381	GH1
PHHJLMLM_01451	GT35
PHHJLMLM_01471	GH1
PHHJLMLM_01479	GH38
PHHJLMLM_01508	GH140
PHHJLMLM_01546	GH1
PHHJLMLM_01574	GH1
PHHJLMLM_01724	GH1
PHHJLMLM_01830	GH1
PHHJLMLM_01838	GT28
PHHJLMLM_01880	GH13_18
PHHJLMLM_00285	GH1
PHHJLMLM_00435	GH4
FDNFCCKC_00017	GH32
FDNFCCKC_00022	CE11
FDNFCCKC_00039	GH25
FDNFCCKC_00057	GH106
FDNFCCKC_00100	GT2
FDNFCCKC_00121	GT2
FDNFCCKC_00146	CE1
FDNFCCKC_00158	GH13_14
FDNFCCKC_00232	GT4
FDNFCCKC_00233	GH133
FDNFCCKC_00249	GT19
FDNFCCKC_00285	GH20
FDNFCCKC_00297	GH36
FDNFCCKC_00367	GH43_34
FDNFCCKC_00372	CBM50
FDNFCCKC_00391	GH3
FDNFCCKC_00421	CBM48-CE1
FDNFCCKC_00450	GH25
FDNFCCKC_00466	GH92
FDNFCCKC_00467	GH92
FDNFCCKC_00501	GH20
FDNFCCKC_00523	GH78
FDNFCCKC_00546	GT35
FDNFCCKC_00556	GT2
FDNFCCKC_00559	GT2
FDNFCCKC_00574	CBM48-CE1
FDNFCCKC_00633	GH31
FDNFCCKC_00643	GT2
FDNFCCKC_00657	CBM48-CE1
FDNFCCKC_00672	GT28
FDNFCCKC_00685	GH105
FDNFCCKC_00693	GH23
FDNFCCKC_00797	GH20
FDNFCCKC_00813	GH2
FDNFCCKC_00874	GH78
FDNFCCKC_00878	GT30
FDNFCCKC_00921	GT2
FDNFCCKC_00925	GH13_8
FDNFCCKC_00937	PL10
FDNFCCKC_01016	GH13
FDNFCCKC_01068	CE1
FDNFCCKC_01075	GH2
FDNFCCKC_01076	GH130
FDNFCCKC_01103	GH43_35
FDNFCCKC_01184	GH78
FDNFCCKC_01188	GH2
FDNFCCKC_01261	GH13_38
FDNFCCKC_01273	GH95
FDNFCCKC_01277	GH63
FDNFCCKC_01280	GH3
FDNFCCKC_01284	GH29
FDNFCCKC_01319	GH92
FDNFCCKC_01382	GH29
FDNFCCKC_01406	CBM50-CBM50
FDNFCCKC_01408	GH51
FDNFCCKC_01438	CE4
FDNFCCKC_01485	GT51
FDNFCCKC_01518	GH2
FDNFCCKC_01521	GH125
FDNFCCKC_01536	GH3
FDNFCCKC_01548	GH92
FDNFCCKC_01557	GH109
FDNFCCKC_01590	GH13_8
FDNFCCKC_00028	GH3
FDNFCCKC_00111	GH20
FDNFCCKC_00157	GH13
FDNFCCKC_00205	GH51
FDNFCCKC_00216	CE1
FDNFCCKC_00444	GT9
FDNFCCKC_00451	GH73-CBM50-CBM50
FDNFCCKC_00558	GT4
FDNFCCKC_00616	GT2
FDNFCCKC_00736	GH23-CBM50
FDNFCCKC_01073	GH158
FDNFCCKC_01074	GH3
FDNFCCKC_01080	GH2
FDNFCCKC_01115	GH29
FDNFCCKC_01194	GT5
FDNFCCKC_01219	GT3
FDNFCCKC_01394	GH77
FDNFCCKC_01547	GH29
FDNFCCKC_00295	GT2
GMCBJOHN_00023	GT4
GMCBJOHN_00024	GT100
GMCBJOHN_00038	CBM72
GMCBJOHN_00051	GH130
GMCBJOHN_00090	GT2
GMCBJOHN_00096	GT32
GMCBJOHN_00099	GT4
GMCBJOHN_00100	GT2
GMCBJOHN_00101	GT4
GMCBJOHN_00180	GH33
GMCBJOHN_00208	GT2
GMCBJOHN_00228	GH97
GMCBJOHN_00244	CBM50
GMCBJOHN_00249	GH31
GMCBJOHN_00266	GT4
GMCBJOHN_00269	GT4
GMCBJOHN_00271	GH32
GMCBJOHN_00275	GH53
GMCBJOHN_00280	GH33
GMCBJOHN_00281	GH29
GMCBJOHN_00282	GH92
GMCBJOHN_00297	GT2
GMCBJOHN_00298	GT2
GMCBJOHN_00360	GT2
GMCBJOHN_00382	CE9
GMCBJOHN_00402	GT2
GMCBJOHN_00431	GT35
GMCBJOHN_00432	GT35
GMCBJOHN_00452	GH25
GMCBJOHN_00461	GH33
GMCBJOHN_00462	GH33
GMCBJOHN_00511	GH20
GMCBJOHN_00549	GH5_21
GMCBJOHN_00568	GT2
GMCBJOHN_00569	GT2
GMCBJOHN_00643	GH20
GMCBJOHN_00644	GH20
GMCBJOHN_00647	GH33
GMCBJOHN_00649	CE4
GMCBJOHN_00650	GH84
GMCBJOHN_00669	GH97
GMCBJOHN_00670	GH77
GMCBJOHN_00677	GH13
GMCBJOHN_00678	GH13
GMCBJOHN_00679	GH53
GMCBJOHN_00687	GH133
GMCBJOHN_00688	GT4
GMCBJOHN_00689	GH57
GMCBJOHN_00722	GH16
GMCBJOHN_00733	GH85
GMCBJOHN_00803	CBM50
GMCBJOHN_00812	GH109
GMCBJOHN_00823	PL1
GMCBJOHN_00827	CE12-CE8
GMCBJOHN_00831	GH43_10
GMCBJOHN_00833	GH28-GH105
GMCBJOHN_00872	GT4
GMCBJOHN_00929	GT2
GMCBJOHN_00930	GT51
GMCBJOHN_00973	GH125
GMCBJOHN_01029	GH2
GMCBJOHN_01052	GH2
GMCBJOHN_01095	GT2
GMCBJOHN_01098	GH25
GMCBJOHN_01127	GH16_3
GMCBJOHN_01143	GT2
GMCBJOHN_01151	GT4
GMCBJOHN_01152	GT2
GMCBJOHN_01153	GT2
GMCBJOHN_01154	GT4
GMCBJOHN_01155	GT2
GMCBJOHN_01158	GT4
GMCBJOHN_01184	GH85
GMCBJOHN_01208	GH2-CBM32
GMCBJOHN_01266	GH20
GMCBJOHN_01298	GH2
GMCBJOHN_01311	GH95
GMCBJOHN_01380	GH13_8
GMCBJOHN_01500	GH16_3
GMCBJOHN_01572	GH23-CBM50
GMCBJOHN_01626	GH32
GMCBJOHN_01629	CE7
GMCBJOHN_01633	CE7
GMCBJOHN_01634	GH36
GMCBJOHN_01666	GT2
GMCBJOHN_01678	GT30
GMCBJOHN_01711	GT4
GMCBJOHN_01729	GT2
GMCBJOHN_01737	GH29
GMCBJOHN_01746	CBM9
GMCBJOHN_01750	GH3
GMCBJOHN_01755	GH92
GMCBJOHN_01756	GH92
GMCBJOHN_01903	GT19
GMCBJOHN_01998	GH26
GMCBJOHN_01999	GH26
GMCBJOHN_02024	GH25
GMCBJOHN_00015	GT4
GMCBJOHN_00018	GT4
GMCBJOHN_00060	GT2
GMCBJOHN_00095	GT2
GMCBJOHN_00264	GT4
GMCBJOHN_00268	GT4
GMCBJOHN_00384	GH2
GMCBJOHN_00433	GT3
GMCBJOHN_00503	GH13_38
GMCBJOHN_00567	GT4
GMCBJOHN_00666	GH13
GMCBJOHN_00685	GH73-CBM50
GMCBJOHN_00693	GH109
GMCBJOHN_01109	GH130
GMCBJOHN_01145	GT2
GMCBJOHN_01359	GT51
GMCBJOHN_01527	GT28
GMCBJOHN_01564	GT26
GMCBJOHN_01708	GT4
GMCBJOHN_01919	GH32
GMCBJOHN_00933	CE11
GMCBJOHN_00966	GT2
FBKLKAAE_00025	GH25
FBKLKAAE_00033	GH33
FBKLKAAE_00034	GH33
FBKLKAAE_00049	GH20
FBKLKAAE_00102	GT2
FBKLKAAE_00131	GT35
FBKLKAAE_00149	GH123
FBKLKAAE_00165	GT2
FBKLKAAE_00174	GT8
FBKLKAAE_00175	GT2
FBKLKAAE_00176	GT4
FBKLKAAE_00345	GH125
FBKLKAAE_00403	GH95
FBKLKAAE_00406	GH20
FBKLKAAE_00407	GH20
FBKLKAAE_00408	GH20
FBKLKAAE_00430	GT4
FBKLKAAE_00440	GH85
FBKLKAAE_00531	GT2
FBKLKAAE_00554	GT51
FBKLKAAE_00565	GH20
FBKLKAAE_00578	GH130
FBKLKAAE_00579	GH26
FBKLKAAE_00580	GH26
FBKLKAAE_00581	GH26
FBKLKAAE_00588	CE7
FBKLKAAE_00592	CE7
FBKLKAAE_00594	GH53
FBKLKAAE_00640	GH5_21
FBKLKAAE_00666	GH2
FBKLKAAE_00671	GT2
FBKLKAAE_00687	GT4
FBKLKAAE_00688	GT2
FBKLKAAE_00689	GT2
FBKLKAAE_00690	GT4
FBKLKAAE_00770	GH16_3
FBKLKAAE_00783	CBM50
FBKLKAAE_00869	GT9
FBKLKAAE_00881	GT4
FBKLKAAE_00890	GT4
FBKLKAAE_00894	GT2
FBKLKAAE_00917	GH2
FBKLKAAE_00949	GH27-CBM35
FBKLKAAE_00995	GT51
FBKLKAAE_01071	GH89
FBKLKAAE_01083	GT2
FBKLKAAE_01091	GH33
FBKLKAAE_01137	GH29
FBKLKAAE_01144	GH3
FBKLKAAE_01159	GH35
FBKLKAAE_01165	GT2
FBKLKAAE_01168	GT2
FBKLKAAE_01169	GT2
FBKLKAAE_01175	GT2
FBKLKAAE_01186	GH130
FBKLKAAE_01248	GH109
FBKLKAAE_01261	GH13_14
FBKLKAAE_01262	GH97
FBKLKAAE_01263	GH77
FBKLKAAE_01270	GH13
FBKLKAAE_01271	GH53
FBKLKAAE_01310	GT2
FBKLKAAE_01311	GT2
FBKLKAAE_01313	GT2
FBKLKAAE_01332	GT11
FBKLKAAE_01368	GT19
FBKLKAAE_01422	GH32
FBKLKAAE_01451	GT2
FBKLKAAE_01452	GT2
FBKLKAAE_01479	GH85
FBKLKAAE_01484	GH85
FBKLKAAE_01505	CBM32
FBKLKAAE_01506	GH20
FBKLKAAE_01515	GH2
FBKLKAAE_01527	GT2
FBKLKAAE_01539	GT2
FBKLKAAE_01655	GH28
FBKLKAAE_01682	CBM62
FBKLKAAE_01686	GH32
FBKLKAAE_01733	GH23-CBM50
FBKLKAAE_01788	GT4
FBKLKAAE_01791	GH84
FBKLKAAE_01793	GH84
FBKLKAAE_01809	GH31-CBM32-DOC
FBKLKAAE_01841	GH33
FBKLKAAE_01880	GT2
FBKLKAAE_01933	GH57
FBKLKAAE_01934	GT4
FBKLKAAE_01935	GH133
FBKLKAAE_01960	GH16
FBKLKAAE_01988	GT2
FBKLKAAE_02002	GH3
FBKLKAAE_02003	GH3
FBKLKAAE_02030	GH2
FBKLKAAE_02032	CE9
FBKLKAAE_02118	GH25
FBKLKAAE_02146	GH125
FBKLKAAE_02154	GH130
FBKLKAAE_00009	GT5
FBKLKAAE_00041	GH13_38
FBKLKAAE_00084	GH109
FBKLKAAE_00132	GT3
FBKLKAAE_00171	GT32
FBKLKAAE_00506	GH2-CBM32
FBKLKAAE_00595	GH92
FBKLKAAE_00596	GH92
FBKLKAAE_00692	GT4
FBKLKAAE_00889	GT4
FBKLKAAE_00891	GT4
FBKLKAAE_00895	GT2
FBKLKAAE_00896	GT8
FBKLKAAE_01042	GT28
FBKLKAAE_01140	GH16_3
FBKLKAAE_01170	GT4
FBKLKAAE_01260	GH13
FBKLKAAE_01335	GT6
FBKLKAAE_01384	GT30
FBKLKAAE_01417	GH32
FBKLKAAE_01529	GT2
FBKLKAAE_01792	CE4
FBKLKAAE_01938	GH73-CBM50
FBKLKAAE_01959	GH29
FBKLKAAE_02001	CE1
FBKLKAAE_00352	GT2
FBKLKAAE_00992	CE11
GPKOOJOD_00002	GH43_10
GPKOOJOD_00013	GH95
GPKOOJOD_00072	CE9
GPKOOJOD_00076	GH23-CBM50
GPKOOJOD_00081	GT19
GPKOOJOD_00102	GH2-CBM32
GPKOOJOD_00146	GH2
GPKOOJOD_00156	GH43_34
GPKOOJOD_00161	GH51
GPKOOJOD_00162	GH43_19
GPKOOJOD_00192	GH30_2
GPKOOJOD_00276	CBM48-GH13_8
GPKOOJOD_00279	GT51
GPKOOJOD_00294	GT4
GPKOOJOD_00308	PL26
GPKOOJOD_00311	GH13_14
GPKOOJOD_00324	CE12-CE12
GPKOOJOD_00334	GH43_35
GPKOOJOD_00392	GH92-GH28
GPKOOJOD_00421	GH5_4
GPKOOJOD_00423	GH94
GPKOOJOD_00431	GH9
GPKOOJOD_00442	GH25
