GeneID	CAZy
PBMDCECB_136682	GT28
PBMDCECB_136729	GT4
PBMDCECB_136772	GT2
PBMDCECB_136856	GH1
PBMDCECB_136963	GT2
PBMDCECB_137138	GH28-GH105
PBMDCECB_137144	GH163
PBMDCECB_137249	GH97
PBMDCECB_137252	GH31
PBMDCECB_137364	GH45
PBMDCECB_137410	GT4
PBMDCECB_137466	GH123
PBMDCECB_137531	GH13_31
PBMDCECB_137603	GT3
PBMDCECB_137611	GT4
PBMDCECB_137618	GH51
PBMDCECB_137656	GT104
PBMDCECB_137715	GH20
PBMDCECB_137730	GH115
PBMDCECB_137745	GH57
PBMDCECB_137761	CBM72
PBMDCECB_137783	CBM72
PBMDCECB_137881	GT2
PBMDCECB_137942	GH13_29
PBMDCECB_138035	GT4
PBMDCECB_138072	GH2
PBMDCECB_138181	GT4
PBMDCECB_138198	GT2
PBMDCECB_138256	GT2
PBMDCECB_138259	GH94
PBMDCECB_138285	GT4
PBMDCECB_138286	GT4
PBMDCECB_138309	GH31
PBMDCECB_138373	GT4
PBMDCECB_138377	GH43_4
PBMDCECB_138395	GH144
PBMDCECB_138401	GH2
PBMDCECB_138435	GT2
PBMDCECB_138450	GH32
PBMDCECB_138522	GH2
PBMDCECB_138534	GH109
PBMDCECB_138549	GH53
PBMDCECB_138566	GH38
PBMDCECB_138585	GT2
PBMDCECB_138602	GH5_21
PBMDCECB_138665	GH29
PBMDCECB_138698	GH125
PBMDCECB_138704	GH2
PBMDCECB_138709	GH109
PBMDCECB_138730	GH23
PBMDCECB_138735	GT4
PBMDCECB_138826	GT4
PBMDCECB_138827	GT2
PBMDCECB_138882	GT51
PBMDCECB_139019	GH106
PBMDCECB_139040	GT51
PBMDCECB_139051	GH36
PBMDCECB_139053	GT4
PBMDCECB_139058	GT2
PBMDCECB_139188	GT4
PBMDCECB_139192	GH23-CBM50
PBMDCECB_139212	GH2
PBMDCECB_139267	GT4
PBMDCECB_139321	GT11
PBMDCECB_139450	GH77
PBMDCECB_139475	GH97
PBMDCECB_139478	GT28
PBMDCECB_139481	GT2
PBMDCECB_139485	GT51
PBMDCECB_139505	GH78
PBMDCECB_139556	GT2
PBMDCECB_139604	GH25
PBMDCECB_139670	GH146
PBMDCECB_139755	GT35
PBMDCECB_139772	GH13_19
PBMDCECB_139785	GH133
PBMDCECB_139786	GT4
PBMDCECB_139887	GH36
PBMDCECB_139985	GT2
PBMDCECB_139986	GT2
PBMDCECB_140091	GT2
PBMDCECB_140185	GH141
PBMDCECB_140214	GT4
PBMDCECB_140267	GT2
PBMDCECB_140272	GT2
PBMDCECB_140281	GH73
PBMDCECB_140372	GT35
PBMDCECB_140422	GH77
PBMDCECB_140451	GH43_37
PBMDCECB_140462	GH18-CBM5
PBMDCECB_140499	GH13_38
PBMDCECB_140549	GT35
PBMDCECB_140591	CBM72
PBMDCECB_140650	GT4
PBMDCECB_140727	GH95
PBMDCECB_140749	GH3
PBMDCECB_140785	GT2
PBMDCECB_140786	GT2
PBMDCECB_140798	GT2
PBMDCECB_140846	GH51
PBMDCECB_140859	GT2
PBMDCECB_140860	GT2
PBMDCECB_140861	GT2
PBMDCECB_140927	GH26
PBMDCECB_141025	GH2
PBMDCECB_141073	GH33
PBMDCECB_141105	GH28
PBMDCECB_141126	GH2
PBMDCECB_141159	GH36
PBMDCECB_141236	GH13
PBMDCECB_141394	GT2
PBMDCECB_141429	GH3
PBMDCECB_141505	GT8
PBMDCECB_141561	GT2
PBMDCECB_141835	GT2
PBMDCECB_141836	GT2
PBMDCECB_141843	GT2
PBMDCECB_141859	GH88
PBMDCECB_141868	GT2
PBMDCECB_141879	GH13_39
PBMDCECB_141935	GH10
PBMDCECB_141943	GH43_3
PBMDCECB_141954	GH20
PBMDCECB_141961	CBM48-GH13_14
PBMDCECB_142017	GH92
PBMDCECB_142087	GT51
PBMDCECB_142293	GH2
PBMDCECB_142368	GT2
PBMDCECB_142429	GH8
PBMDCECB_142476	GT4
PBMDCECB_142479	GT4
PBMDCECB_142514	GH127
PBMDCECB_142585	GH65
PBMDCECB_142685	GT2
PBMDCECB_142710	GT2
PBMDCECB_142742	GH23
PBMDCECB_142743	GH154
PBMDCECB_142751	CBM5-CBM5-CBM5-GH18
PBMDCECB_142938	GH78
PBMDCECB_143017	GT111
PBMDCECB_143118	GT3
PBMDCECB_143234	GT2
PBMDCECB_143252	GH18
PBMDCECB_143327	GH51
PBMDCECB_143369	GH4
PBMDCECB_143388	PL12
PBMDCECB_143397	GH92
PBMDCECB_143572	GH109
PBMDCECB_143613	GH13_14
PBMDCECB_143646	GH23-CBM50
PBMDCECB_143660	GH32
PBMDCECB_143691	CBM4
PBMDCECB_143699	GT4
PBMDCECB_143709	GH9
PBMDCECB_143710	CBM48-GH13_9
PBMDCECB_143721	GT2
PBMDCECB_143722	GT2
PBMDCECB_143775	GH125
PBMDCECB_143848	GH13_5
PBMDCECB_143905	GH89
PBMDCECB_143957	GH36
PBMDCECB_144025	GT2
PBMDCECB_144135	GH51
PBMDCECB_144158	CBM4
PBMDCECB_144246	GH120
PBMDCECB_144306	GT2
PBMDCECB_144337	GT2
PBMDCECB_144338	GT4
PBMDCECB_144441	GH13
PBMDCECB_144495	GT5
PBMDCECB_144587	GH13_20
PBMDCECB_144627	GT4
PBMDCECB_144650	GT2
PBMDCECB_144651	GT4
PBMDCECB_144671	GT4
PBMDCECB_144712	GT5
PBMDCECB_144740	GH32
PBMDCECB_144821	GH25
PBMDCECB_144839	GH13
PBMDCECB_144857	GT4
PBMDCECB_144858	GT4
PBMDCECB_144959	GT51
PBMDCECB_145001	CBM48-GH13_14
PBMDCECB_145017	GH31
PBMDCECB_145139	GH33
PBMDCECB_145235	GH23
PBMDCECB_145340	GT4
PBMDCECB_145344	GH5_4
PBMDCECB_145371	GH57
PBMDCECB_145374	GT51
PBMDCECB_145432	GT2
PBMDCECB_145476	GH133
PBMDCECB_145506	GT3
PBMDCECB_145538	GH146
PBMDCECB_145558	GH36
PBMDCECB_145638	GT2
PBMDCECB_145642	GH5_2
PBMDCECB_145651	GH15
PBMDCECB_145653	GH30_8-CBM72
PBMDCECB_145663	GH3
PBMDCECB_145693	GT2
PBMDCECB_145754	GT2
PBMDCECB_145854	GH2
PBMDCECB_145888	CBM48
PBMDCECB_145905	GH2
PBMDCECB_145964	GH2
PBMDCECB_145971	GT4
PBMDCECB_145977	GH73-CBM50-CBM50-CBM50-CBM50
PBMDCECB_146051	GT2
PBMDCECB_146102	GT35
PBMDCECB_146152	GH95
PBMDCECB_146235	PL1
PBMDCECB_146269	GT4
PBMDCECB_146270	GT4
PBMDCECB_146311	GT2
PBMDCECB_146344	GH120
PBMDCECB_146352	GH2
PBMDCECB_146494	GH30_2
PBMDCECB_146511	GH23-CBM50-CBM50-CBM50-CBM50-CBM50
PBMDCECB_146521	GT2
PBMDCECB_146535	GT4
PBMDCECB_146615	GT32
PBMDCECB_146717	GT2
PBMDCECB_146752	GT51
PBMDCECB_146855	GT30
PBMDCECB_146894	GH77
PBMDCECB_146911	GH18
PBMDCECB_146915	GT2
PBMDCECB_146916	GT4
PBMDCECB_146947	GH43_35
PBMDCECB_147068	GT2
PBMDCECB_147123	GT2
PBMDCECB_147179	GH32
PBMDCECB_147212	GH8
PBMDCECB_147275	GH3
PBMDCECB_147285	GT2
PBMDCECB_147347	GT2
PBMDCECB_147366	GH32
PBMDCECB_147367	CBM72
PBMDCECB_147369	GH13_19-CBM26
PBMDCECB_147403	CBM4-GH9
PBMDCECB_147580	GT2
PBMDCECB_147609	GT4
PBMDCECB_147635	GH10
PBMDCECB_147780	GT39
PBMDCECB_147831	GH116
PBMDCECB_147834	GT2
PBMDCECB_147908	GT2
PBMDCECB_147932	GH163
PBMDCECB_147935	GT4
PBMDCECB_147969	GT28
PBMDCECB_148060	GT4
PBMDCECB_148061	GH77
PBMDCECB_148069	GH33
PBMDCECB_148113	GT2
PBMDCECB_148169	GH13
PBMDCECB_148171	GH28
PBMDCECB_148179	GT2
PBMDCECB_148180	GT4
PBMDCECB_148258	GH3
PBMDCECB_148334	GH28
PBMDCECB_148388	GT2
PBMDCECB_148461	GH133
PBMDCECB_148574	GH4
PBMDCECB_148628	CBM50
PBMDCECB_148838	GH33
PBMDCECB_148893	GT30
PBMDCECB_148894	GT9
PBMDCECB_148909	GH1
PBMDCECB_148948	CBM50
PBMDCECB_149072	GT10
PBMDCECB_149190	GT2
PBMDCECB_149208	GH45
PBMDCECB_149222	GT2
PBMDCECB_149223	GT4
PBMDCECB_149250	GH77
PBMDCECB_149270	GT2
PBMDCECB_149311	GH26
PBMDCECB_149355	GH2
PBMDCECB_149415	GH105
PBMDCECB_149437	GH33
PBMDCECB_149438	GH29
PBMDCECB_149446	GH94
PBMDCECB_149461	GT4
PBMDCECB_149479	GH130
PBMDCECB_149588	GT2
PBMDCECB_149624	GT2
PBMDCECB_149649	CBM72
PBMDCECB_149737	GT2
PBMDCECB_149743	GH16_14
PBMDCECB_149804	GT2
PBMDCECB_149850	GT2
PBMDCECB_149851	GT2
PBMDCECB_149898	GT2
PBMDCECB_149918	GT89
PBMDCECB_149940	GH106
PBMDCECB_149952	GT32
PBMDCECB_149954	CBM50
PBMDCECB_150021	GT51
PBMDCECB_150026	GT4
PBMDCECB_150027	GT4
PBMDCECB_150140	GH5
PBMDCECB_150298	GH25
PBMDCECB_150305	GH23
PBMDCECB_150323	GH94
PBMDCECB_150340	GT2
PBMDCECB_150433	GT2
PBMDCECB_150456	GH25
PBMDCECB_150526	GH5_4
PBMDCECB_150537	GH3
PBMDCECB_150599	GH2
PBMDCECB_150604	GT2
PBMDCECB_150621	GT2
PBMDCECB_150742	CBM48
PBMDCECB_151064	GH13_31
PBMDCECB_151070	GH13
PBMDCECB_151141	CBM9
PBMDCECB_151156	CBM48
PBMDCECB_151176	GH77
PBMDCECB_126215	GT2
PBMDCECB_127257	GH108
PBMDCECB_129954	GT2
PBMDCECB_130180	GH77
PBMDCECB_132753	GH43_29
PBMDCECB_135614	GT8
PBMDCECB_135615	GT8
PBMDCECB_136208	GH1
PBMDCECB_138745	GH24
PBMDCECB_139189	GT2
PBMDCECB_140138	GH1
PBMDCECB_142906	GH18-GH20
PBMDCECB_143326	CBM48-GH13_9
PBMDCECB_143549	GT2
PBMDCECB_143811	GT8
PBMDCECB_145328	GH73
PBMDCECB_150087	GH102
PBMDCECB_150802	GT2
PBMDCECB_151031	GH42
PBMDCECB_126094	GH127
PBMDCECB_126095	GH3
PBMDCECB_126324	GT2
PBMDCECB_126538	GH73-CBM50
PBMDCECB_126583	GH92
PBMDCECB_126710	GH10-CBM6
PBMDCECB_126863	GT19
PBMDCECB_127457	GT2
PBMDCECB_127463	GH88
PBMDCECB_127736	GT2
PBMDCECB_128642	GH1
PBMDCECB_128913	GT5
PBMDCECB_129116	GH13
PBMDCECB_129148	CBM48
PBMDCECB_129194	GT2
PBMDCECB_129312	GH5_4
PBMDCECB_130079	GH29
PBMDCECB_130313	GH3
PBMDCECB_131004	GH51
PBMDCECB_131423	GT2
PBMDCECB_131896	GT1
PBMDCECB_132050	GT5
PBMDCECB_132872	GT4
PBMDCECB_132926	CBM50
PBMDCECB_133100	GT30
PBMDCECB_133304	GT2
PBMDCECB_133472	GH13_18
PBMDCECB_133876	GT35
PBMDCECB_134094	GT4
PBMDCECB_134226	GT4
PBMDCECB_134588	GH13
PBMDCECB_135821	CBM50
PBMDCECB_135902	GT11
PBMDCECB_135929	GT2
PBMDCECB_135993	GT2
PBMDCECB_136018	GT2
PBMDCECB_136405	GH13
PBMDCECB_136445	GT5
PBMDCECB_136548	GH43_29-CBM6
PBMDCECB_137833	GH43_33
PBMDCECB_138074	GT4
PBMDCECB_138131	GH97
PBMDCECB_138158	GT2
PBMDCECB_138374	GT26
PBMDCECB_138689	GT19
PBMDCECB_138885	GT2
PBMDCECB_139052	GT4
PBMDCECB_139829	GH32
PBMDCECB_139899	GT28
PBMDCECB_139902	GT2
PBMDCECB_140157	GH3
PBMDCECB_140810	GH43_28
PBMDCECB_141594	GT2
PBMDCECB_142000	GH13
PBMDCECB_142001	GH13
PBMDCECB_142054	GT19
PBMDCECB_142973	GT30
PBMDCECB_143689	GT5
PBMDCECB_143797	GT2
PBMDCECB_144083	GT19
PBMDCECB_144629	GT4
PBMDCECB_144687	GH4
PBMDCECB_145150	GT4
PBMDCECB_145200	CBM50
PBMDCECB_145970	GT2
PBMDCECB_146006	CBM34-GH13_20
PBMDCECB_146151	GT3
PBMDCECB_146589	GT4
PBMDCECB_146728	GT2
PBMDCECB_147379	GH53
PBMDCECB_147965	GT2
PBMDCECB_148108	GH3
PBMDCECB_148183	CBM50-CBM50
PBMDCECB_148413	GH53
PBMDCECB_148539	GH16_3
PBMDCECB_148553	GT2
PBMDCECB_149529	GT4
PBMDCECB_149591	GT2
PBMDCECB_149800	GH43_1
PBMDCECB_150034	GT2
PBMDCECB_150454	GT4
PBMDCECB_150455	GT4
PBMDCECB_150653	GT5
PBMDCECB_150797	GT2
PBMDCECB_150850	GH146
PBMDCECB_151144	GH109
PBMDCECB_50460	PL13
PBMDCECB_50463	CBM32
PBMDCECB_50481	GH36
PBMDCECB_50494	GH5-CBM4
PBMDCECB_50553	GH51
PBMDCECB_50745	GH13_20
PBMDCECB_50746	GH77
PBMDCECB_50763	GH57
PBMDCECB_50790	GT4
PBMDCECB_50801	GH95
PBMDCECB_50845	GT4
PBMDCECB_50853	GT51
PBMDCECB_50874	GH10-GH10
PBMDCECB_50875	CBM72
PBMDCECB_50901	GT2
PBMDCECB_50952	GH78
PBMDCECB_50984	GH3
PBMDCECB_51009	GT2
PBMDCECB_51080	GT2
PBMDCECB_51174	GH57
PBMDCECB_51227	GH28-GH35-CBM32
PBMDCECB_51231	GH92
PBMDCECB_51297	GH2
PBMDCECB_51416	GT35
PBMDCECB_51437	GH2
PBMDCECB_51532	GT4
PBMDCECB_51539	GH130
PBMDCECB_51544	GT4
PBMDCECB_51634	GH109
PBMDCECB_51768	GT51
PBMDCECB_51770	GT35
PBMDCECB_51773	GT2
PBMDCECB_51857	CBM50
PBMDCECB_51919	GT2
PBMDCECB_51956	GT28
PBMDCECB_51972	GH13_5
PBMDCECB_51975	GH13_5
PBMDCECB_52010	GH13
PBMDCECB_52021	GH25
PBMDCECB_52081	GT2
PBMDCECB_52082	GT2
PBMDCECB_52281	GT4
PBMDCECB_52283	GT4
PBMDCECB_52423	GH5_4
PBMDCECB_52426	GH2
PBMDCECB_52438	GH73-CBM50
PBMDCECB_52471	GT35
PBMDCECB_52472	GH57
PBMDCECB_52473	GT4
PBMDCECB_52475	GH13_8
PBMDCECB_52519	GT2
PBMDCECB_52522	GT2
PBMDCECB_52524	GT2
PBMDCECB_52547	GH125
PBMDCECB_52565	GH13_18
PBMDCECB_52650	GH94
PBMDCECB_52655	GH3
PBMDCECB_52929	GT2
PBMDCECB_52997	GH25
PBMDCECB_53015	GT4
PBMDCECB_53016	GT2
PBMDCECB_53018	GT2
PBMDCECB_53019	GT11-GT4
PBMDCECB_53056	GT2
PBMDCECB_53193	GH127
PBMDCECB_53194	GH97
PBMDCECB_53195	GH43_34-CBM32
PBMDCECB_53196	GH127
PBMDCECB_53266	GH13
PBMDCECB_53300	GH13_36
PBMDCECB_53509	GT28
PBMDCECB_53524	GH3
PBMDCECB_53531	GH20
PBMDCECB_53556	CBM32-GH2
PBMDCECB_53583	GH51
PBMDCECB_53638	GH130
PBMDCECB_53640	GH92
PBMDCECB_53641	GH20
PBMDCECB_53642	GH92
PBMDCECB_53657	GT4
PBMDCECB_53679	GH2
PBMDCECB_53717	GT2
PBMDCECB_53769	GT9
PBMDCECB_53796	GH23
PBMDCECB_53816	GH9
PBMDCECB_53840	CBM4-GH148
PBMDCECB_53854	GT2
PBMDCECB_53866	GH3
PBMDCECB_53960	GT2
PBMDCECB_54070	GT2
PBMDCECB_54094	GH2-CBM6
PBMDCECB_54095	GH95-CBM6
PBMDCECB_54157	GH53-CBM72
PBMDCECB_54172	GH43_35-CBM6
PBMDCECB_54201	CBM48
PBMDCECB_54321	GT4
PBMDCECB_54323	GT4
PBMDCECB_54327	GT4
PBMDCECB_54370	GH89
PBMDCECB_54379	CBM62
PBMDCECB_54398	GH16_3
PBMDCECB_54434	GH95
PBMDCECB_54522	GT51
PBMDCECB_54571	DOC
PBMDCECB_54595	GT8
PBMDCECB_54658	GT2
PBMDCECB_54743	GT8
PBMDCECB_54744	GT32
PBMDCECB_54782	GT2
PBMDCECB_54784	GT2
PBMDCECB_54852	GT2
PBMDCECB_54855	GH10
PBMDCECB_54857	GH23-CBM50
PBMDCECB_54882	GH95
PBMDCECB_54892	GH28
PBMDCECB_54906	GT2
PBMDCECB_54920	GH3
PBMDCECB_55022	GH78
PBMDCECB_55113	GT2
PBMDCECB_55114	GT2
PBMDCECB_55115	GT2
PBMDCECB_55116	GT2
PBMDCECB_55119	GT2
PBMDCECB_55202	CBM72
PBMDCECB_55209	PL1
PBMDCECB_55267	GT4
PBMDCECB_55445	GH77
PBMDCECB_55460	GH5_37
PBMDCECB_55471	GT5
PBMDCECB_55675	GT4
PBMDCECB_55677	GT4
PBMDCECB_55680	GT26
PBMDCECB_55681	GT4
PBMDCECB_55686	GT4
PBMDCECB_55845	GT2
PBMDCECB_55846	GT4
PBMDCECB_55889	GT2
PBMDCECB_56004	GH20
PBMDCECB_56086	GT11
PBMDCECB_56101	GH2
PBMDCECB_56102	GH39
PBMDCECB_56152	DOC
PBMDCECB_56288	GT4
PBMDCECB_56290	GT2
PBMDCECB_56292	GT2
PBMDCECB_56352	GH73
PBMDCECB_56507	GH133
PBMDCECB_56534	GH3
PBMDCECB_56692	GT2
PBMDCECB_56694	GT2
PBMDCECB_56709	GH1
PBMDCECB_56714	GH94
PBMDCECB_56811	GT2
PBMDCECB_56824	GT2
PBMDCECB_56839	GT2
PBMDCECB_56840	GT2
PBMDCECB_56871	GT35
PBMDCECB_56891	GH16_3
PBMDCECB_56919	GT35
PBMDCECB_56983	GT4
PBMDCECB_56998	GH31
PBMDCECB_57011	GT2
PBMDCECB_57020	GT5
PBMDCECB_57124	GH125
PBMDCECB_57125	GH92
PBMDCECB_57133	GT2
PBMDCECB_57176	GT4
PBMDCECB_57209	GT4
PBMDCECB_57222	GH3
PBMDCECB_57248	CBM50
PBMDCECB_57261	GH13
PBMDCECB_57318	GT2
PBMDCECB_57344	GT2
PBMDCECB_57534	GH10
PBMDCECB_57575	GT2
PBMDCECB_57757	GH57
PBMDCECB_57766	GH16_3
PBMDCECB_57821	CBM72
PBMDCECB_57870	GH29-CBM32
PBMDCECB_57894	GH43_31
PBMDCECB_57916	GH20
PBMDCECB_57975	GH8
PBMDCECB_58053	GH2
PBMDCECB_58057	GH13_4
PBMDCECB_58093	GH84
PBMDCECB_58101	GT4
PBMDCECB_58110	PL1-CBM72
PBMDCECB_58249	GH106
PBMDCECB_58342	GH163
PBMDCECB_58375	GT51
PBMDCECB_58484	GH115
PBMDCECB_58485	GH2-CBM6
PBMDCECB_58501	GH55
PBMDCECB_58572	CBM48-GH13_9
PBMDCECB_58606	GT35
PBMDCECB_58618	GH20
PBMDCECB_58639	GH3
PBMDCECB_58641	CBM32-GH2
PBMDCECB_58674	GH51
PBMDCECB_58706	GH8
PBMDCECB_58707	CBM6
PBMDCECB_58716	GH51
PBMDCECB_58869	GH43_35
PBMDCECB_58870	GH120
PBMDCECB_58954	GT2
PBMDCECB_58963	GH23
PBMDCECB_59035	GH2
PBMDCECB_59063	GH23
PBMDCECB_59075	GT2-GT2
PBMDCECB_59108	CBM72
PBMDCECB_59217	GT2
PBMDCECB_59218	GT2
PBMDCECB_59219	GT2
PBMDCECB_59277	GH31
PBMDCECB_59331	GH2
PBMDCECB_59355	GH1
PBMDCECB_59409	GT2
PBMDCECB_59429	GH31
PBMDCECB_59547	GT2
PBMDCECB_59553	GT4
PBMDCECB_59571	GH29
PBMDCECB_59662	GH43_26
PBMDCECB_59676	GT4
PBMDCECB_59679	GT4
PBMDCECB_59787	GT4
PBMDCECB_59792	GH5_38
PBMDCECB_59852	GH5_4
PBMDCECB_59853	GH94
PBMDCECB_59874	CBM35-GH26
PBMDCECB_59882	GH76
PBMDCECB_59884	GH92
PBMDCECB_59886	GT2
PBMDCECB_59940	GH25
PBMDCECB_59956	GT2
PBMDCECB_60038	GT2
PBMDCECB_60121	GH35
PBMDCECB_60177	GH63
PBMDCECB_60237	GH36
PBMDCECB_60279	GH2
PBMDCECB_60320	GH39
PBMDCECB_60348	GT2-GT2
PBMDCECB_60349	GT2-GT111-GT8
PBMDCECB_60351	GT2
PBMDCECB_60489	GT2
PBMDCECB_60490	GT2
PBMDCECB_60491	GT2
PBMDCECB_60492	GT2
PBMDCECB_60550	GT28
PBMDCECB_60561	GH73
PBMDCECB_60567	CBM32
PBMDCECB_60570	GT4
PBMDCECB_60588	GT2
PBMDCECB_60589	GT4
PBMDCECB_60590	GT2
PBMDCECB_60611	GT2
PBMDCECB_60622	GH9
PBMDCECB_60642	GH73
PBMDCECB_60672	GH31
PBMDCECB_60744	GT51
PBMDCECB_60762	GH59
PBMDCECB_60841	CBM13-GH2
PBMDCECB_60899	CBM48
PBMDCECB_60917	GH112
PBMDCECB_60957	GT2
PBMDCECB_60977	GT4
PBMDCECB_60978	GT2
PBMDCECB_61011	GH92
PBMDCECB_61012	GH92
PBMDCECB_61037	GT4
PBMDCECB_61114	GH5_2
PBMDCECB_61163	GH3
PBMDCECB_61164	GH28
PBMDCECB_61235	CBM62-CBM72
PBMDCECB_61261	CBM62
PBMDCECB_61346	GT4
PBMDCECB_61392	GH50
PBMDCECB_61412	GT35
PBMDCECB_61449	GH27
PBMDCECB_61525	GH163
PBMDCECB_61566	GT2
PBMDCECB_61568	GT2
PBMDCECB_61581	GT4
PBMDCECB_61715	GH106
PBMDCECB_61747	GH23
PBMDCECB_61822	GH43_31
PBMDCECB_61826	GH97
PBMDCECB_61827	GH95
PBMDCECB_61838	GH123
PBMDCECB_62011	GH43_7-CBM13
PBMDCECB_62016	GH94
PBMDCECB_62020	GH5_46
PBMDCECB_62071	GH78
PBMDCECB_62088	GH30_8-CBM6
PBMDCECB_62118	GH16_3
PBMDCECB_62119	GH16_3
PBMDCECB_62121	GH16_3
PBMDCECB_62156	GT4
PBMDCECB_62228	GH1
PBMDCECB_62403	GT11
PBMDCECB_62414	GT2
PBMDCECB_62416	GT32
PBMDCECB_62530	GH73-CBM50-CBM50
PBMDCECB_62568	GH92
PBMDCECB_62569	GH92
PBMDCECB_62584	GT28
PBMDCECB_62601	GT4
PBMDCECB_62603	GT2
PBMDCECB_62649	CBM62
PBMDCECB_62677	GT26
PBMDCECB_62865	GH43_17
PBMDCECB_62908	GH3
PBMDCECB_62921	GH13_9
PBMDCECB_62942	GH28
PBMDCECB_62986	CBM50
PBMDCECB_63014	GH4
PBMDCECB_63099	PL1
PBMDCECB_63115	GT4
PBMDCECB_63128	GT35
PBMDCECB_63221	GH2
PBMDCECB_63256	CBM50
PBMDCECB_63304	GH32
PBMDCECB_63516	GH31
PBMDCECB_63517	GH10
PBMDCECB_63568	GT2
PBMDCECB_63573	GT2
PBMDCECB_63575	GT5
PBMDCECB_63589	CBM48-GH13_8
PBMDCECB_63595	GT35
PBMDCECB_63608	GH2
PBMDCECB_63719	GH3
PBMDCECB_63808	GT5
PBMDCECB_63819	GH57
PBMDCECB_63820	GT4
PBMDCECB_63821	GH133
PBMDCECB_63861	GH36
PBMDCECB_63905	GH106
PBMDCECB_63908	GT30
PBMDCECB_64022	GH2
PBMDCECB_64088	GH78
PBMDCECB_64092	GT2
PBMDCECB_64131	GT83
PBMDCECB_64160	GH16_3
PBMDCECB_64178	GT51
PBMDCECB_64273	GT35
PBMDCECB_64300	GH31
PBMDCECB_64328	GT2
PBMDCECB_64335	GT4
PBMDCECB_64339	GH53-CBM72
PBMDCECB_64340	GH57
PBMDCECB_64419	GH13_36
PBMDCECB_64433	GT2
PBMDCECB_64475	GT23
PBMDCECB_64490	GT2
PBMDCECB_64651	GH97
PBMDCECB_64659	GT51
PBMDCECB_64745	GT28
PBMDCECB_64858	GH5_2
PBMDCECB_64859	GH8
PBMDCECB_64940	GH1
PBMDCECB_65104	GT4
PBMDCECB_65126	GT26
PBMDCECB_65129	GH91
PBMDCECB_65130	GH32
PBMDCECB_65171	GT19
PBMDCECB_65197	GH78
PBMDCECB_65269	GH9
PBMDCECB_65445	GT2
PBMDCECB_65461	PL9
PBMDCECB_65476	GT2
PBMDCECB_65508	GT2
PBMDCECB_65546	GH78
PBMDCECB_65547	CBM48-GH13_8
PBMDCECB_65550	GT51
PBMDCECB_65569	GH8
PBMDCECB_65574	GT4
PBMDCECB_65578	GT2
PBMDCECB_65579	GT2-GT2
PBMDCECB_65580	GT2
PBMDCECB_65604	CBM16
PBMDCECB_65609	GT4
PBMDCECB_65760	GH140
PBMDCECB_65766	GT2
PBMDCECB_65789	GH78
PBMDCECB_65827	CBM67-GH78
PBMDCECB_65843	GH91
PBMDCECB_65844	GH32
PBMDCECB_65858	GH13
PBMDCECB_65859	GH13
PBMDCECB_65864	GH51
PBMDCECB_65964	GT2
PBMDCECB_65965	GT2
PBMDCECB_65966	GT2
PBMDCECB_66080	GH43_10
PBMDCECB_66081	GH31
PBMDCECB_66099	CBM32
PBMDCECB_66100	GH2-CBM32
PBMDCECB_66189	CBM48-GH13_9
PBMDCECB_66195	GT2
PBMDCECB_66196	GT4
PBMDCECB_66197	GT4
PBMDCECB_66202	CBM50
PBMDCECB_66302	GT2
PBMDCECB_66330	GH43_3
PBMDCECB_66366	GH32
PBMDCECB_66374	GH123
PBMDCECB_66385	GH137-GH2-CBM57
PBMDCECB_66408	GT2
PBMDCECB_66410	GT2
PBMDCECB_66414	GT2
PBMDCECB_66447	GH26
PBMDCECB_66460	GH78
PBMDCECB_66516	CBM48-GH13_9
PBMDCECB_66517	GT5
PBMDCECB_66557	GH36
PBMDCECB_66700	GH5_2
PBMDCECB_66701	GH130
PBMDCECB_66702	GH5_4
PBMDCECB_66705	GH105
PBMDCECB_66739	GT4
PBMDCECB_66886	GT51
PBMDCECB_66899	GH3
PBMDCECB_66941	GT28
PBMDCECB_67045	GH36
PBMDCECB_67081	GH108
PBMDCECB_67187	GT19
PBMDCECB_67249	GT2
PBMDCECB_67250	GT2
PBMDCECB_67255	GH1
PBMDCECB_67314	GH43_2-CBM6
PBMDCECB_67324	GH36
PBMDCECB_67341	CBM50-CBM50
PBMDCECB_67362	GH1
PBMDCECB_67364	GH39
PBMDCECB_67379	PL11-CBM72
PBMDCECB_67427	GT51
PBMDCECB_67599	GH1
PBMDCECB_67649	GH109
PBMDCECB_67692	GT9
PBMDCECB_67821	GH8
PBMDCECB_67832	CBM40-GH33-CBM72
PBMDCECB_67860	GT2
PBMDCECB_67862	GH3
PBMDCECB_67891	GH13_28
PBMDCECB_67892	CBM41-CBM48-GH13_14
PBMDCECB_67895	GH2
PBMDCECB_67919	GH78
PBMDCECB_67920	GH3
PBMDCECB_67943	GH77
PBMDCECB_67946	GT4
PBMDCECB_67947	GT2
PBMDCECB_68073	CBM50
PBMDCECB_68094	GH73
PBMDCECB_68098	GH73
PBMDCECB_68103	GT4
PBMDCECB_68127	GH3
PBMDCECB_68242	GH92
PBMDCECB_68253	GH36
PBMDCECB_68261	PL8
PBMDCECB_68262	PL8
PBMDCECB_68266	GH9
PBMDCECB_68295	GH113
PBMDCECB_68370	GH1
PBMDCECB_68419	GH123
PBMDCECB_68520	GH23-CBM50-CBM50-CBM50-CBM50-CBM50
PBMDCECB_68546	GH89
PBMDCECB_68683	GT4
PBMDCECB_68685	GT4
PBMDCECB_68765	GT2
PBMDCECB_68784	GT4
